gene_name,gene_id,mirna_name,mirna_id,experiments,publications,cell_lines,micro_tscore
MAML1,ENSG00000161021,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.51
MAML3,ENSG00000196782,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.74
MAN1A2,ENSG00000198162,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.44
MAN2A1,ENSG00000112893,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MAN2A2,ENSG00000196547,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.35
MAN2C1,ENSG00000140400,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
MAP3K11,ENSG00000173327,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MAP3K5,ENSG00000197442,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MAPK8IP2,ENSG00000008735,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.5
MAPK8IP3,ENSG00000138834,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.37
MAPK9,ENSG00000050748,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.6
MAPT,ENSG00000186868,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
MARCHF1,ENSG00000145416,hsa-miR-29a-3p,MIMAT0000086,2,2,2,1
MARK1,ENSG00000116141,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MARS,ENSG00000166986,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.91
MAST2,ENSG00000086015,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MATR3,ENSG00000280987,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MBP,ENSG00000197971,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.51
MCM5,ENSG00000100297,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MCTP1,ENSG00000175471,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
MECOM,ENSG00000085276,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MED6,ENSG00000133997,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MED8,ENSG00000159479,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.47
MEF2C,ENSG00000081189,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.5
MEGF8,ENSG00000105429,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
MEPCE,ENSG00000146834,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
METTL2A,ENSG00000087995,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
MFGE8,ENSG00000140545,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
MFSD4A,ENSG00000174514,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.49
MGAT1,ENSG00000131446,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
MGAT3,ENSG00000128268,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.42
MGLL,ENSG00000074416,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
MIB1,ENSG00000101752,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.81
MID1IP1,ENSG00000165175,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MIEF2,ENSG00000177427,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
MIEN1,ENSG00000141741,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MIGA1,ENSG00000180488,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MINAR1,ENSG00000169330,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.95
MINDY2,ENSG00000128923,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
MINK1,ENSG00000141503,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
MISP,ENSG00000099812,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.35
MKKS,ENSG00000125863,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
MKNK1,ENSG00000079277,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
MLLT1,ENSG00000130382,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
MMP17,ENSG00000198598,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
MMUT,ENSG00000146085,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MOAP1,ENSG00000165943,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MOBP,ENSG00000168314,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.96
MOCOS,ENSG00000075643,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
MOCS3,ENSG00000124217,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
MORC2,ENSG00000133422,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MPDZ,ENSG00000107186,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MPZL1,ENSG00000197965,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
MRFAP1L1,ENSG00000178988,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
MROH1,ENSG00000179832,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
MRPL1,ENSG00000169288,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.47
MRPL17,ENSG00000158042,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.75
MRPL23,ENSG00000214026,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MRPL42,ENSG00000198015,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.45
MRPS23,ENSG00000181610,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.82
MSANTD4,ENSG00000170903,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
MSX1,ENSG00000163132,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
MTA1,ENSG00000182979,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.37
MTA3,ENSG00000057935,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.48
MT-ATP6,ENSG00000198899,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MTCH2,ENSG00000109919,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MT-CO1,ENSG00000198804,hsa-miR-29a-3p,MIMAT0000086,2,3,2,-1
MT-CYB,ENSG00000198727,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-0.3
MTHFD1L,ENSG00000120254,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
MTMR14,ENSG00000163719,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
MTPN,ENSG00000105887,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.48
MTR,ENSG00000116984,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.66
MVP,ENSG00000013364,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
MYH14,ENSG00000105357,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
MYH7B,ENSG00000078814,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
MYL6,ENSG00000092841,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
MYLK,ENSG00000065534,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
MYO10,ENSG00000145555,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
MYO1F,ENSG00000142347,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
MYO5B,ENSG00000167306,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
MYOF,ENSG00000138119,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MYOM2,ENSG00000036448,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
NA,ENSG00000285505,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
NA,ENSG00000254692,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
NA,ENSG00000290230,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NA,ENSG00000284874,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.5
NA,ENSG00000256206,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NA,ENSG00000288674,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
NA,ENSG00000275674,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NA,ENSG00000289690,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NA,ENSG00000269403,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.51
NA,ENSG00000259522,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
NA,ENSG00000250424,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
NA,ENSG00000250349,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NA,ENSG00000285932,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NA,ENSG00000260170,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
NA,ENSG00000272741,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NA,ENSG00000287725,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.45
NA,ENSG00000261147,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.45
NA,ENSG00000285130,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
NA,ENSG00000264324,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
NA,ENSG00000260537,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.46
NAA15,ENSG00000164134,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NAB1,ENSG00000138386,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NAPB,ENSG00000125814,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.9
NAT1,ENSG00000171428,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.9
NAV3,ENSG00000067798,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.97
NAXE,ENSG00000163382,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NBEAL1,ENSG00000144426,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
NBN,ENSG00000104320,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NBR1,ENSG00000188554,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NCALD,ENSG00000104490,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.56
NCAPD2,ENSG00000010292,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
NCAPH,ENSG00000121152,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NCBP1,ENSG00000136937,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NDN,ENSG00000182636,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.58
NDUFB1,ENSG00000183648,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NDUFS6,ENSG00000145494,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
NEB,ENSG00000183091,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
NECAB1,ENSG00000123119,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NECAP1,ENSG00000089818,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NECTIN2,ENSG00000130202,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
NECTIN3,ENSG00000177707,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NEDD1,ENSG00000139350,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
NEFM,ENSG00000104722,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.51
NEGR1,ENSG00000172260,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.66
NEK5,ENSG00000197168,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NEK9,ENSG00000119638,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.55
NELFB,ENSG00000188986,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
NEMF,ENSG00000165525,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
NEO1,ENSG00000067141,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.4
NET1,ENSG00000173848,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
NGDN,ENSG00000129460,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NIBAN1,ENSG00000135842,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NLK,ENSG00000087095,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NOL9,ENSG00000162408,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
NOMO1,ENSG00000103512,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
NOMO3,ENSG00000103226,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.37
NOP9,ENSG00000196943,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NOTCH1,ENSG00000148400,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
NOTCH2NLB,ENSG00000286019,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NOX4,ENSG00000086991,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
NPC2,ENSG00000119655,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
NPDC1,ENSG00000107281,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NPLOC4,ENSG00000182446,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NPM1,ENSG00000181163,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NPTX1,ENSG00000171246,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-0.31
NQO2,ENSG00000124588,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.8
NR3C2,ENSG00000151623,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.61
NRGN,ENSG00000154146,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NRP2,ENSG00000118257,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NRXN3,ENSG00000021645,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.38
NSF,ENSG00000073969,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.51
NSMAF,ENSG00000035681,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
NT5C3A,ENSG00000122643,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NTN4,ENSG00000074527,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
NUB1,ENSG00000013374,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
NUDT21,ENSG00000167005,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NUMA1,ENSG00000137497,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
NUP153,ENSG00000124789,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.56
NUP205,ENSG00000155561,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NUP210,ENSG00000132182,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NUP214,ENSG00000126883,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
NUP43,ENSG00000120253,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.5
NUP88,ENSG00000108559,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
NUPR1,ENSG00000176046,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
NUTF2,ENSG00000102898,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
NXPH4,ENSG00000182379,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.38
NYNRIN,ENSG00000205978,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.56
OAS2,ENSG00000111335,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.48
OBI1,ENSG00000152193,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
OBSCN,ENSG00000154358,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.43
ODF2,ENSG00000136811,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.59
OGFOD1,ENSG00000087263,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
OLFM3,ENSG00000118733,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.5
OPRD1,ENSG00000116329,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
ORMDL1,ENSG00000128699,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
OS9,ENSG00000135506,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.37
OSBPL11,ENSG00000144909,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.71
OSTF1,ENSG00000134996,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.41
OTUB1,ENSG00000167770,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
OTUB2,ENSG00000089723,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
OTUD3,ENSG00000169914,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
OTUD7B,ENSG00000264522,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.51
OXCT1,ENSG00000083720,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.49
P2RX5-TAX1BP3,ENSG00000257950,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
P2RY10,ENSG00000078589,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
P3R3URF-PIK3R3,ENSG00000278139,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
P4HTM,ENSG00000178467,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.39
PAICS,ENSG00000128050,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
PAK2,ENSG00000180370,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
PALS1,ENSG00000072415,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
PAPOLG,ENSG00000115421,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.97
PAQR7,ENSG00000182749,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
PARP1,ENSG00000143799,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PASK,ENSG00000115687,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PBK,ENSG00000168078,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PBX3,ENSG00000167081,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
PCDH17,ENSG00000118946,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.6
PCDHB11,ENSG00000197479,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.44
PCDHB13,ENSG00000187372,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.43
PCGF2,ENSG00000277258,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PCLAF,ENSG00000166803,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
PCNT,ENSG00000160299,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PCSK2,ENSG00000125851,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.38
PCSK9,ENSG00000169174,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.49
PCYOX1,ENSG00000116005,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PDE1B,ENSG00000123360,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.4
PDE3A,ENSG00000172572,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.85
PDE3B,ENSG00000152270,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
PDK2,ENSG00000005882,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.38
PDP1,ENSG00000164951,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PDPN,ENSG00000162493,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.75
PDPR,ENSG00000090857,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
PDSS2,ENSG00000164494,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PDXDC1,ENSG00000179889,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
PDZD8,ENSG00000165650,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
PEDS1,ENSG00000240849,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.49
PEDS1-UBE2V1,ENSG00000124208,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.51
PELI1,ENSG00000197329,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PEMT,ENSG00000133027,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PEPD,ENSG00000124299,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.5
PEX13,ENSG00000162928,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.45
PEX5L,ENSG00000114757,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
PGAP1,ENSG00000197121,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.88
PGM2L1,ENSG00000165434,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
PHACTR1,ENSG00000112137,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
PHAF1,ENSG00000125149,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PHIP,ENSG00000146247,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
PHKB,ENSG00000102893,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PHLDA1,ENSG00000139289,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
PHRF1,ENSG00000070047,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PHYHIP,ENSG00000168490,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PIAS1,ENSG00000033800,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.4
PICALM,ENSG00000073921,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
PIGB,ENSG00000069943,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PIGQ,ENSG00000007541,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PIK3C2A,ENSG00000011405,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PIK3IP1,ENSG00000100100,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PIK3R2,ENSG00000105647,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
PIKFYVE,ENSG00000115020,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
PIM1,ENSG00000137193,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
PIP4K2C,ENSG00000166908,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PIP5K1C,ENSG00000186111,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
PIP5KL1,ENSG00000167103,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.79
PKIA,ENSG00000171033,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PLCG1,ENSG00000124181,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
PLCL1,ENSG00000115896,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
PLD3,ENSG00000105223,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PLEKHA6,ENSG00000143850,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
PLEKHG3,ENSG00000126822,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.49
PLIN3,ENSG00000105355,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PLP1,ENSG00000123560,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.76
PLPP2,ENSG00000141934,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PNPLA2,ENSG00000177666,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
POLE,ENSG00000177084,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.46
POLR2C,ENSG00000102978,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
POLR2D,ENSG00000144231,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
POM121,ENSG00000196313,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.58
POMGNT1,ENSG00000085998,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.56
POP7,ENSG00000172336,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
PPA1,ENSG00000180817,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
PPARD,ENSG00000112033,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.55
PPAT,ENSG00000128059,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PPFIA2,ENSG00000139220,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
PPHLN1,ENSG00000134283,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PPIL1,ENSG00000137168,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PPM1A,ENSG00000100614,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
PPM1K,ENSG00000163644,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.37
PPME1,ENSG00000214517,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.41
PPP1R13L,ENSG00000104881,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PPP1R14B,ENSG00000173457,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PPP1R15A,ENSG00000087074,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PPP2R5C,ENSG00000078304,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
PPP4R2,ENSG00000163605,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
PPP6R3,ENSG00000110075,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
PPTC7,ENSG00000196850,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PRAF2,ENSG00000243279,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
PRC1,ENSG00000198901,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
PRDM5,ENSG00000138738,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.37
PRELID3B,ENSG00000101166,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PREPL,ENSG00000138078,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PRIMA1,ENSG00000175785,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
PRKAA2,ENSG00000162409,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
PRKCB,ENSG00000166501,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.54
PRKCD,ENSG00000163932,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PRLR,ENSG00000113494,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PRMT2,ENSG00000160310,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
PROS1,ENSG00000184500,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-0.25
PRPF3,ENSG00000117360,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PRR5-ARHGAP8,ENSG00000248405,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.36
PRRC2A,ENSG00000204469,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PRRC2B,ENSG00000130723,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.45
PRRT1,ENSG00000204314,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
PSEN2,ENSG00000143801,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.61
PSMA5,ENSG00000143106,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
PSMD11,ENSG00000108671,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
PSME3IP1,ENSG00000172775,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
PSMF1,ENSG00000125818,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.65
PSPH,ENSG00000146733,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
